Intern_ID,Completion_Time,Feedback_Rating,Attendance,Performance_Score,performance_label
INT0583,4.45,2.69,66.81,66.81,Medium
INT0584,3.08,3.02,61.19,75.39,High
INT0585,4.66,2.12,72.61,68.28,Medium
INT0586,2.19,1.0,94.25,73.79,Medium
INT0587,1.53,2.9,67.26,63.43,Medium
INT0588,2.15,2.58,36.65,94.26,High
INT0589,1.79,4.0,93.02,99.27,High
INT0590,2.07,1.36,75.77,66.66,Medium
INT0591,1.69,4.91,0.0,86.51,High
INT0592,4.74,5.0,93.04,71.0,Medium
INT0593,1.88,1.64,34.73,70.97,Medium
INT0594,3.28,1.02,84.08,68.26,Medium
INT0595,6.24,3.44,54.28,66.89,Medium
INT0596,3.53,3.6,58.93,71.43,Medium
INT0597,,3.99,70.22,63.72,Medium
INT0598,2.38,3.24,47.29,84.94,High
INT0599,2.39,1.8,98.29,65.46,Medium
INT0600,1.08,1.9,3.45,82.81,High
INT0601,2.42,1.0,92.56,70.24,Medium
INT0602,2.24,2.63,65.78,63.82,Medium
INT0603,1.61,2.65,98.2,93.56,High
INT0604,1.16,2.65,51.66,97.86,High
INT0605,1.34,3.42,37.3,69.14,Medium
INT0606,3.35,1.63,85.08,61.39,Medium
INT0607,2.4,5.0,50.83,78.29,High
INT0608,3.29,5.0,57.31,82.69,High
INT0609,4.17,2.99,91.48,81.49,High
INT0610,5.33,4.0,6.2,75.02,High
INT0611,1.5,2.95,8.94,84.87,High
INT0612,5.51,3.81,1.15,66.37,Medium
INT0613,4.89,1.8,95.26,52.57,Medium
INT0614,1.57,1.39,81.58,79.08,High
INT0615,6.68,1.56,69.91,55.19,Medium
INT0616,6.26,2.05,56.02,51.26,Medium
INT0617,1.0,3.72,64.69,96.01,High
INT0618,2.81,5.0,98.92,94.57,High
INT0619,6.08,,71.87,37.97,Low
INT0620,5.27,1.0,73.59,43.44,Low
INT0621,2.18,1.43,3.21,72.07,Medium
INT0622,1.82,2.96,,70.08,Medium
INT0623,3.68,4.26,80.2,81.4,High
INT0624,3.52,5.0,6.49,83.84,High
INT0625,4.28,5.0,69.47,81.01,High
INT0626,2.75,2.61,51.45,70.61,Medium
INT0627,3.71,4.0,69.44,89.6,High
INT0628,5.08,3.9,97.46,66.11,Medium
INT0629,1.46,3.43,,80.17,High
INT0630,2.91,1.1,97.18,82.05,High
INT0631,,2.22,59.81,70.03,Medium
INT0632,6.5,,84.23,69.48,Medium
INT0633,3.61,2.68,92.23,57.29,Medium
INT0634,4.08,1.47,80.03,63.99,Medium
INT0635,,2.26,56.72,68.92,Medium
INT0636,3.41,,69.56,89.85,High
INT0637,4.34,2.58,98.56,75.18,High
INT0638,2.08,2.02,67.56,79.73,High
INT0639,2.98,4.8,93.39,85.73,High
INT0640,3.42,1.86,54.66,53.64,Medium
INT0641,1.33,1.29,0.0,87.18,High
INT0642,3.37,3.58,67.55,81.63,High
INT0643,2.71,2.7,52.58,70.15,Medium
INT0644,3.01,,55.95,85.87,High
INT0645,1.72,2.66,32.94,64.36,Medium
INT0646,6.18,1.8,91.89,41.05,Low
INT0647,4.78,4.37,17.04,71.12,Medium
INT0648,5.11,5.0,64.94,72.34,Medium
INT0649,6.17,,50.51,67.11,Medium
INT0650,3.73,2.72,20.94,73.43,Medium
INT0651,1.33,5.0,81.02,95.09,High
INT0652,4.04,2.31,82.25,82.4,High
INT0653,4.83,3.38,45.86,75.79,High
INT0654,5.07,2.28,60.41,56.51,Medium
INT0655,3.55,4.13,86.02,66.31,Medium
INT0656,1.7,3.74,90.56,97.79,High
INT0657,2.27,3.53,56.93,64.99,Medium
INT0658,3.09,2.96,74.34,70.03,Medium
INT0659,4.89,2.58,62.44,59.11,Medium
INT0660,3.99,4.06,58.41,59.26,Medium
INT0661,3.15,2.68,86.72,78.6,High
INT0662,7.0,2.79,46.51,31.27,Low
INT0663,5.11,5.0,24.75,79.83,High
INT0664,2.45,3.58,65.5,73.68,Medium
INT0665,1.63,1.36,98.33,91.86,High
INT0666,1.71,1.36,92.43,72.85,Medium
INT0667,2.98,1.0,94.0,57.29,Medium
INT0668,1.73,3.58,73.0,63.66,Medium
INT0669,2.07,5.0,81.19,84.48,High
INT0670,2.21,3.0,68.84,53.55,Medium
INT0671,1.89,2.64,30.91,85.48,High
INT0672,5.95,1.8,70.05,43.47,Low
INT0673,1.72,3.42,79.7,64.99,Medium
INT0674,4.21,3.33,64.36,49.68,Low
INT0675,3.53,2.66,92.4,53.48,Medium
INT0676,6.68,2.09,57.56,59.78,Medium
INT0677,1.98,3.5,68.36,97.01,High
INT0678,2.89,1.46,21.73,69.7,Medium
INT0679,6.65,1.0,70.24,38.73,Low
INT0680,6.35,1.14,51.98,39.73,Low
INT0681,6.31,2.7,63.63,56.44,Medium
INT0682,2.28,5.0,20.11,87.18,High
INT0683,2.07,1.79,73.91,71.52,Medium
INT0684,5.05,5.0,77.18,71.58,Medium
INT0685,6.95,4.36,63.75,46.96,Low
INT0686,3.89,1.0,76.15,62.79,Medium
INT0687,4.35,4.42,75.45,68.04,Medium
INT0688,2.36,1.8,65.81,55.56,Medium
INT0689,5.14,4.99,91.51,71.44,Medium
INT0690,1.77,2.77,77.28,69.77,Medium
INT0691,3.42,3.7,66.61,77.64,High
INT0692,3.26,,2.74,58.04,Medium
INT0693,4.49,5.0,37.12,87.22,High
INT0694,2.16,3.37,99.13,70.42,Medium
INT0695,2.12,5.0,84.61,99.68,High
INT0696,4.81,4.04,68.91,72.5,Medium
INT0697,2.34,4.0,64.04,93.65,High
INT0698,4.57,3.71,83.17,63.55,Medium
INT0699,1.75,4.71,78.72,89.82,High
INT0700,3.77,4.08,81.34,66.2,Medium
INT0701,4.14,3.34,94.08,63.12,Medium
INT0702,1.23,1.0,41.71,80.62,High
INT0703,3.18,1.46,70.35,60.28,Medium
INT0704,2.08,2.93,95.31,100.0,High
INT0705,1.21,1.8,87.84,73.03,Medium
INT0706,7.0,2.36,99.07,67.82,Medium
INT0707,3.37,3.31,88.74,78.7,High
INT0708,5.4,2.95,72.43,59.52,Medium
INT0709,2.04,3.45,76.55,82.37,High
INT0710,5.02,3.06,95.03,52.08,Medium
INT0711,5.65,2.22,77.58,67.52,Medium
INT0712,4.35,3.75,62.77,48.08,Low
INT0713,3.59,5.0,71.78,86.26,High
INT0714,3.65,5.0,75.82,77.95,High
INT0715,3.19,4.0,54.84,85.18,High
INT0716,6.25,1.0,87.19,42.55,Low
INT0717,6.36,1.0,55.47,40.61,Low
INT0718,6.97,1.0,70.25,38.86,Low
INT0719,1.61,1.0,90.23,68.23,Medium
INT0720,5.57,3.57,73.38,52.38,Medium
INT0721,6.24,4.52,92.1,67.41,Medium
INT0722,,1.0,32.78,61.1,Medium
INT0723,1.07,3.84,97.88,87.02,High
INT0724,4.99,5.0,60.47,74.13,Medium
INT0725,4.29,3.58,51.91,69.33,Medium
INT0726,5.7,3.38,93.62,56.08,Medium
INT0727,1.97,4.09,87.61,78.6,High
INT0728,5.94,2.62,61.6,48.78,Low
INT0729,1.86,,99.24,66.05,Medium
INT0730,1.5,3.34,75.11,83.52,High
INT0731,2.28,3.26,97.55,76.16,High
INT0732,5.39,4.0,75.25,68.01,Medium
INT0733,4.83,3.83,73.59,74.73,Medium
INT0734,4.13,3.24,8.8,70.42,Medium
INT0735,3.47,1.0,66.74,66.83,Medium
INT0736,6.6,1.0,76.69,46.75,Low
INT0737,3.57,3.9,72.63,83.34,High
INT0738,5.65,1.0,51.84,48.63,Low
INT0739,3.85,1.0,28.25,52.39,Medium
INT0740,3.01,3.38,60.66,55.71,Medium
INT0741,,1.0,93.37,57.71,Medium
INT0742,2.86,4.91,79.94,89.19,High
INT0743,5.67,1.0,6.61,53.43,Medium
INT0744,3.57,2.91,97.84,72.62,Medium
INT0745,1.95,1.0,82.2,77.06,High
INT0746,6.68,4.12,99.13,70.39,Medium
INT0747,3.66,4.0,65.59,79.1,High
INT0748,4.36,5.0,59.31,72.29,Medium
INT0749,6.37,1.0,49.56,55.29,Medium
INT0750,5.1,1.0,73.54,40.01,Low
INT0751,1.93,3.51,94.77,77.42,High
INT0752,6.72,2.42,78.0,57.88,Medium
INT0753,4.59,3.03,64.61,62.5,Medium
INT0754,2.71,5.0,87.13,82.88,High
INT0755,1.76,1.0,75.29,64.66,Medium
INT0756,5.55,4.39,58.11,63.66,Medium
INT0757,4.56,,78.84,55.04,Medium
INT0758,4.22,3.8,95.57,87.51,High
INT0759,6.03,3.16,92.13,54.2,Medium
INT0760,6.04,1.84,79.34,64.4,Medium
INT0761,1.56,2.79,68.85,62.56,Medium
INT0762,2.85,3.43,54.35,58.3,Medium
INT0763,2.74,5.0,73.48,85.55,High
INT0764,5.45,1.8,87.6,48.39,Low
INT0765,1.06,2.18,1.0,93.82,High
INT0766,4.39,4.32,61.77,71.01,Medium
INT0767,5.92,4.15,96.57,68.51,Medium
INT0768,6.75,1.41,,52.53,Medium
INT0769,3.18,3.73,60.38,70.89,Medium
INT0770,6.22,4.99,56.84,56.22,Medium
INT0771,1.17,1.0,57.25,69.48,Medium
INT0772,6.46,4.59,55.16,60.78,Medium
INT0773,2.21,4.33,80.81,76.43,High
INT0774,3.46,1.0,55.78,51.17,Medium
INT0775,6.03,1.0,92.13,51.95,Medium
INT0776,1.91,1.82,99.65,66.02,Medium
INT0777,2.17,1.0,68.32,62.02,Medium
INT0778,5.68,3.8,72.68,72.23,Medium
INT0779,5.42,3.18,54.01,79.7,High
INT0780,4.93,2.61,61.49,55.69,Medium
INT0781,5.32,,94.7,82.81,High
INT0782,4.62,4.61,52.88,62.27,Medium
INT0783,2.74,4.47,58.45,83.52,High
INT0784,2.78,2.83,87.73,79.68,High
INT0785,2.06,2.89,84.44,89.97,High
INT0786,6.93,2.14,,30.55,Low
INT0787,4.55,1.0,75.1,50.55,Medium
INT0788,3.85,1.0,8.7,59.88,Medium
INT0789,4.08,3.66,60.94,70.95,Medium
INT0790,6.85,1.38,71.91,57.5,Medium
INT0791,1.77,3.95,52.65,79.48,High
INT0792,4.32,2.16,89.11,65.92,Medium
INT0793,4.18,3.28,57.15,81.86,High
INT0794,4.6,1.32,65.76,42.36,Low
INT0795,1.41,3.29,9.22,74.5,Medium
INT0796,6.49,2.16,89.12,58.11,Medium
INT0797,6.4,,96.69,53.99,Medium
INT0798,4.59,2.19,68.39,59.72,Medium
INT0799,5.17,3.85,45.08,74.34,Medium
INT0800,6.35,1.0,80.13,42.83,Low
INT0801,5.15,2.2,76.26,57.82,Medium
INT0802,2.32,2.35,94.52,92.52,High
INT0803,4.32,1.0,50.16,37.24,Low
INT0804,4.43,5.0,0.0,78.44,High
INT0805,3.39,4.0,76.91,94.21,High
INT0806,5.13,2.15,58.91,37.49,Low
INT0807,6.65,3.77,95.39,53.56,Medium
INT0808,6.2,1.49,0.34,46.98,Low
INT0809,4.03,4.91,73.89,81.83,High
INT0810,1.41,,90.74,88.65,High
INT0811,7.0,1.58,72.54,60.17,Medium
INT0812,5.66,4.83,77.93,72.58,Medium
INT0813,2.23,3.07,50.14,52.46,Medium
INT0814,6.48,3.33,68.29,63.75,Medium
INT0815,6.54,,56.94,64.14,Medium
INT0816,4.38,4.11,84.48,69.46,Medium
INT0817,4.76,2.56,40.58,82.24,High
INT0818,3.72,2.8,65.09,77.83,High
INT0819,1.0,1.8,73.39,70.3,Medium
INT0820,3.19,4.32,29.68,62.57,Medium
INT0821,5.59,2.78,5.76,61.73,Medium
INT0822,1.32,1.02,1.41,59.52,Medium
INT0823,3.46,2.82,93.27,93.04,High
INT0824,3.79,3.11,75.57,57.44,Medium
INT0825,3.83,4.59,80.95,76.01,High
INT0826,6.39,2.82,65.13,51.01,Medium
INT0827,2.94,1.0,98.33,58.1,Medium
INT0828,2.7,4.0,64.09,90.3,High
INT0829,5.03,4.21,79.44,75.86,High
INT0830,3.59,2.9,99.67,77.96,High
INT0831,2.84,1.0,64.81,75.16,High
INT0832,3.78,1.0,42.66,55.93,Medium
INT0833,1.97,4.05,,84.68,High
INT0834,2.03,2.82,62.08,66.48,Medium
INT0835,4.15,,22.51,66.95,Medium
INT0836,3.97,5.0,70.28,85.59,High
INT0837,6.58,1.3,66.72,58.67,Medium
INT0838,2.74,4.36,35.37,88.47,High
INT0839,4.47,1.6,88.02,72.72,Medium
INT0840,5.28,1.9,79.21,62.9,Medium
INT0841,1.0,,,91.63,High
INT0842,5.07,1.89,3.39,63.15,Medium
INT0843,1.68,5.0,64.84,91.36,High
INT0844,6.41,1.97,99.85,48.91,Low
INT0845,2.26,1.0,97.71,74.21,Medium
INT0846,3.29,5.0,69.37,88.62,High
INT0847,1.32,2.35,90.56,88.87,High
INT0848,6.87,5.0,61.03,60.18,Medium
INT0849,4.48,5.0,76.63,83.13,High
INT0850,4.15,2.01,31.63,41.66,Low
INT0851,1.72,1.0,62.98,76.76,High
INT0852,5.34,2.3,80.55,51.67,Medium
INT0853,2.61,,52.04,78.2,High
INT0854,6.88,3.97,98.47,69.37,Medium
INT0855,2.08,1.92,61.75,76.57,High
INT0856,1.77,4.03,69.04,77.02,High
INT0857,1.0,3.63,5.58,90.17,High
INT0858,4.09,2.34,73.31,50.33,Medium
INT0859,4.03,5.0,94.11,84.96,High
INT0860,1.15,3.22,51.06,87.95,High
INT0861,5.35,2.8,4.48,70.57,Medium
INT0862,3.58,2.16,48.99,59.08,Medium
INT0863,3.72,2.23,71.45,45.65,Low
INT0864,4.0,2.03,97.97,72.15,Medium
INT0865,3.76,2.94,58.77,44.17,Low
INT0866,4.27,3.88,30.12,75.55,High
INT0867,2.04,2.75,94.03,66.86,Medium
INT0868,2.23,3.01,94.83,91.26,High
INT0869,6.42,4.7,93.59,61.65,Medium
INT0870,6.7,1.0,75.55,45.28,Low
INT0871,3.25,1.0,82.99,57.05,Medium
INT0872,2.75,3.29,43.82,78.67,High
INT0873,5.06,3.14,53.47,61.9,Medium
INT0874,3.3,2.92,41.02,65.3,Medium
INT0875,1.0,2.64,7.64,91.7,High
INT0876,1.71,3.02,66.25,65.14,Medium
INT0877,5.35,2.6,96.61,65.57,Medium
INT0878,4.81,2.18,65.2,59.13,Medium
INT0879,1.2,2.2,6.19,76.33,High
INT0880,2.24,5.0,6.81,92.07,High
INT0881,2.73,2.3,65.73,67.7,Medium
INT0882,4.6,1.12,81.42,52.13,Medium
INT0883,1.19,1.55,2.32,81.79,High
INT0884,1.7,3.2,41.9,81.71,High
INT0885,5.68,1.05,94.11,60.69,Medium
INT0886,1.99,3.58,52.01,78.49,High
INT0887,5.22,2.02,75.05,55.04,Medium
INT0888,2.21,1.14,59.82,65.86,Medium
INT0889,1.97,5.0,94.21,99.11,High
INT0890,2.86,2.92,48.13,55.85,Medium
INT0891,,4.0,91.64,81.54,High
INT0892,6.4,2.17,83.58,45.75,Low
INT0893,6.09,5.0,,65.26,Medium
INT0894,3.41,4.04,67.34,71.03,Medium
INT0895,5.48,5.0,33.68,64.94,Medium
INT0896,2.01,1.41,40.56,62.38,Medium
INT0897,2.41,1.06,90.71,63.92,Medium
INT0898,6.17,3.46,,33.51,Low
INT0899,1.19,1.0,0.01,59.27,Medium
INT0900,1.2,1.0,75.18,76.03,High
INT0901,2.66,2.06,91.52,85.14,High
INT0902,1.07,3.16,0.0,78.9,High
INT0903,2.44,3.96,7.01,90.21,High
INT0904,4.25,4.42,85.56,78.43,High
INT0905,3.34,4.24,0.28,83.77,High
INT0906,5.92,2.45,96.78,61.56,Medium
INT0907,5.66,1.9,89.23,58.36,Medium
INT0908,3.04,2.46,82.64,73.44,Medium
INT0909,3.01,4.0,71.68,83.41,High
INT0910,3.17,1.72,55.61,58.42,Medium
INT0911,4.68,2.62,,44.64,Low
INT0912,2.54,4.41,99.64,89.57,High
INT0913,4.29,1.0,15.32,56.55,Medium
INT0914,3.46,4.36,50.84,81.32,High
INT0915,3.88,3.44,74.81,80.81,High
INT0916,4.0,1.8,80.73,49.81,Low
INT0917,3.02,2.23,84.48,62.85,Medium
INT0918,6.57,3.78,85.99,55.98,Medium
INT0919,5.72,5.0,77.91,63.08,Medium
INT0920,1.45,2.9,61.17,70.07,Medium
INT0921,6.41,1.87,76.71,72.69,Medium
INT0922,4.24,3.18,84.83,76.76,High
INT0923,6.69,3.9,61.84,44.97,Low
INT0924,5.58,1.0,7.69,39.54,Low
INT0925,3.31,4.8,96.1,88.6,High
INT0926,1.15,3.46,9.85,77.83,High
INT0927,3.08,2.34,70.26,91.41,High
INT0928,4.67,1.0,51.92,55.72,Medium
INT0929,4.66,4.11,12.97,61.89,Medium
INT0930,2.83,3.49,64.2,89.39,High
INT0931,2.26,5.0,81.46,93.5,High
INT0932,5.77,3.29,79.21,53.18,Medium
INT0933,7.0,3.44,81.69,48.05,Low
INT0934,3.92,2.1,85.86,76.33,High
INT0935,1.87,4.33,50.95,65.79,Medium
INT0936,2.33,2.57,55.25,55.99,Medium
INT0937,1.12,5.0,8.1,91.06,High
INT0938,6.83,1.59,57.74,41.76,Low
INT0939,1.74,1.9,15.94,51.44,Medium
INT0940,4.08,1.88,82.05,45.69,Low
INT0941,2.39,1.49,90.77,87.13,High
INT0942,4.39,2.65,87.63,73.92,Medium
INT0943,4.99,1.24,90.85,61.68,Medium
INT0944,6.06,1.0,53.94,56.1,Medium
INT0945,1.82,3.96,86.77,76.36,High
INT0946,1.32,5.0,4.6,88.75,High
INT0947,2.23,1.8,99.65,63.98,Medium
INT0948,6.41,3.72,59.16,63.75,Medium
INT0949,6.46,1.8,60.72,38.98,Low
INT0950,4.99,3.0,,76.79,High
INT0951,4.74,1.49,65.48,58.54,Medium
INT0952,5.16,2.09,99.41,79.72,High
INT0953,2.27,3.49,89.74,71.14,Medium
INT0954,6.25,2.12,81.45,38.17,Low
INT0955,3.59,4.0,76.0,85.11,High
INT0956,3.64,3.44,98.53,90.81,High
INT0957,3.91,1.61,84.78,62.94,Medium
INT0958,1.68,1.81,9.04,97.37,High
INT0959,2.12,4.03,65.83,78.78,High
INT0960,5.35,,30.85,75.25,High
INT0961,1.62,3.86,92.74,81.67,High
INT0962,4.52,4.69,57.49,62.09,Medium
INT0963,2.81,3.74,97.3,83.11,High
INT0964,3.32,3.22,52.41,60.68,Medium
INT0965,,4.37,96.32,92.04,High
INT0966,3.14,3.26,66.84,59.13,Medium
INT0967,5.47,3.2,53.71,47.52,Low
INT0968,3.28,3.11,74.14,75.0,High
INT0969,4.05,5.0,81.34,70.15,Medium
INT0970,4.1,1.8,4.94,53.02,Medium
INT0971,4.62,2.36,70.14,67.96,Medium
INT0972,6.96,5.0,84.61,72.8,Medium
INT0973,5.5,1.79,62.57,46.16,Low
INT0974,2.73,3.47,67.52,85.41,High
INT0975,1.56,1.96,4.1,89.84,High
INT0976,2.14,1.0,68.58,72.91,Medium
INT0977,4.21,5.0,55.11,74.8,Medium
INT0978,1.41,2.95,95.0,99.3,High
INT0979,4.0,2.63,5.57,60.09,Medium
INT0980,4.25,3.08,36.43,65.7,Medium
INT0981,2.64,1.77,96.01,88.75,High
INT0982,5.69,4.97,2.98,72.32,Medium
INT0983,1.19,4.31,27.68,86.34,High
INT0984,1.82,1.0,88.47,74.53,Medium
INT0985,5.68,3.0,95.65,56.48,Medium
INT0986,4.26,1.66,53.93,46.16,Low
INT0987,4.65,1.0,91.26,44.92,Low
INT0988,3.16,1.0,77.37,50.2,Medium
INT0989,2.53,,83.46,91.58,High
INT0990,6.4,5.0,74.64,68.98,Medium
INT0991,5.64,3.44,84.89,64.82,Medium
INT0992,5.01,5.0,51.7,63.98,Medium
INT0993,2.26,4.2,88.14,95.39,High
INT0994,4.71,4.52,51.67,60.82,Medium
INT0995,3.32,5.0,72.76,90.07,High
INT0996,1.15,4.04,57.55,71.45,Medium
INT0997,6.47,3.71,4.21,79.84,High
INT0998,1.99,4.59,,82.88,High
INT0999,6.69,3.63,39.4,43.71,Low
INT1000,3.85,3.06,71.44,74.96,Medium
INT1001,2.43,4.73,88.63,81.12,High
INT1002,4.44,3.15,35.61,46.89,Low
INT1003,6.36,3.16,89.45,66.86,Medium
INT1004,5.74,1.26,53.68,47.49,Low
INT1005,6.24,2.01,59.58,38.92,Low
INT1006,4.84,5.0,77.58,77.18,High
INT1007,4.82,2.57,97.35,75.37,High
INT1008,6.42,3.51,53.74,63.2,Medium
INT1009,2.21,2.7,52.15,79.18,High
INT1010,4.37,3.23,6.15,53.05,Medium
INT1011,1.85,2.85,82.06,81.9,High
INT1012,7.0,1.7,69.95,54.22,Medium
INT1013,6.75,4.64,,72.73,Medium
INT1014,1.51,2.81,,62.33,Medium
INT1015,5.13,5.0,59.82,70.13,Medium
INT1016,7.0,2.7,,70.02,Medium
INT1017,1.81,3.48,81.34,82.12,High
INT1018,4.17,3.73,84.26,84.9,High
INT1019,6.04,2.39,56.21,42.36,Low
INT1020,1.64,5.0,4.77,100.0,High
INT1021,5.14,2.81,67.05,62.76,Medium
INT1022,2.95,1.97,85.66,57.06,Medium
INT1023,6.74,2.63,76.21,72.73,Medium
INT1024,7.0,2.74,61.14,52.72,Medium
INT1025,6.83,4.44,92.31,61.42,Medium
INT1026,3.91,3.07,90.91,79.67,High
INT1027,6.38,1.0,69.8,36.72,Low
INT1028,6.32,3.68,79.43,60.69,Medium
INT1029,2.6,4.12,62.89,85.32,High
INT1030,5.58,1.86,84.49,45.12,Low
INT1031,1.0,2.89,0.0,67.55,Medium
INT1032,4.45,1.0,92.2,53.98,Medium
INT1033,2.38,3.46,34.47,66.99,Medium
INT1034,1.84,2.91,14.06,82.06,High
INT1035,1.92,5.0,63.43,87.97,High
INT1036,5.01,5.0,59.55,74.04,Medium
INT1037,3.3,5.0,75.41,77.19,High
INT1038,5.38,1.82,60.19,45.07,Low
INT1039,1.11,5.0,88.16,100.0,High
INT1040,3.01,3.9,62.07,81.51,High
INT1041,4.71,2.3,85.35,74.3,Medium
INT1042,5.36,3.58,49.36,65.09,Medium
INT1043,,2.7,99.31,100.0,High
INT1044,4.31,5.0,100.0,81.3,High
INT1045,6.14,2.27,93.48,53.12,Medium
INT1046,4.82,5.0,88.0,78.9,High
INT1047,2.74,1.0,7.1,52.13,Medium
INT1048,1.38,1.55,7.75,76.68,High
INT1049,6.18,3.43,97.83,59.82,Medium
INT1050,1.54,1.0,5.27,61.94,Medium
INT1051,6.05,1.8,76.9,34.61,Low
INT1052,4.42,3.13,60.9,46.2,Low
INT1053,6.6,1.62,55.9,65.87,Medium
INT1054,6.19,3.21,73.32,68.0,Medium
INT1055,7.0,3.95,78.79,69.74,Medium
INT1056,3.5,1.39,77.55,71.59,Medium
INT1057,5.31,1.4,68.69,68.43,Medium
INT1058,3.58,3.75,77.61,90.54,High
INT1059,4.12,3.27,92.31,57.31,Medium
INT1060,5.01,2.87,65.99,70.15,Medium
INT1061,6.24,2.02,0.0,64.44,Medium
INT1062,6.41,1.8,73.52,40.77,Low
INT1063,5.37,5.0,63.94,69.86,Medium
INT1064,3.33,4.0,0.0,81.49,High
INT1065,3.88,1.0,79.93,57.08,Medium
INT1066,5.77,2.16,79.01,50.05,Medium
INT1067,2.03,1.0,81.82,55.41,Medium
INT1068,2.11,3.14,67.59,73.72,Medium
INT1069,2.81,4.64,65.79,68.31,Medium
INT1070,2.63,2.93,80.58,77.82,High
INT1071,2.5,2.87,56.64,57.54,Medium
INT1072,2.76,3.65,62.65,87.31,High
INT1073,1.5,1.0,3.17,65.67,Medium
INT1074,1.0,1.8,2.58,58.07,Medium
INT1075,7.0,3.8,62.17,41.47,Low
INT1076,3.25,2.12,50.98,60.54,Medium
INT1077,3.19,3.43,62.27,63.85,Medium
INT1078,4.96,1.9,56.74,60.16,Medium
INT1079,2.05,2.33,53.06,56.81,Medium
INT1080,7.0,4.08,71.84,65.66,Medium
INT1081,5.9,4.78,95.66,89.06,High
INT1082,1.32,,89.56,78.12,High
INT1083,,,65.27,58.68,Medium
INT1084,5.79,3.27,96.24,67.7,Medium
INT1085,6.52,,66.48,57.1,Medium
INT1086,3.83,2.37,53.63,60.46,Medium
INT1087,4.46,4.42,99.7,92.38,High
INT1088,2.2,4.04,,84.06,High
INT1089,6.86,1.8,73.3,49.59,Low
INT1090,2.21,4.39,83.32,83.16,High
INT1091,7.0,2.81,,72.72,Medium
INT1092,4.66,3.98,59.72,73.16,Medium
INT1093,4.55,1.0,60.0,42.53,Low
INT1094,3.96,2.13,73.48,55.58,Medium
INT1095,2.12,2.68,95.58,83.96,High
INT1096,1.78,3.86,50.5,59.32,Medium
INT1097,2.12,5.0,89.13,92.93,High
INT1098,2.48,4.0,,82.13,High
INT1099,5.95,2.93,73.91,69.24,Medium
INT1100,3.28,5.0,81.89,89.45,High
INT1101,1.31,3.69,84.34,72.9,Medium
INT1102,6.82,3.5,52.92,64.85,Medium
INT1103,6.07,4.87,,65.25,Medium
INT1104,6.14,1.45,79.19,54.45,Medium
INT1105,6.8,,53.3,56.29,Medium
INT1106,2.04,1.22,56.75,60.31,Medium
INT1107,2.94,2.16,83.18,89.48,High
INT1108,5.14,1.13,76.08,60.91,Medium
INT1109,4.94,3.77,27.97,48.88,Low
INT1110,1.79,3.42,76.76,87.98,High
INT1111,5.78,1.57,95.63,67.15,Medium
INT1112,,1.64,50.78,60.5,Medium
INT1113,2.07,2.72,82.13,60.06,Medium
INT1114,3.98,2.53,14.55,59.56,Medium
INT1115,4.13,4.08,14.84,55.89,Medium
INT1116,4.31,4.0,57.53,77.62,High
INT1117,1.12,5.0,71.15,93.8,High
INT1118,6.46,3.92,56.93,64.99,Medium
INT1119,2.48,3.02,64.09,81.57,High
INT1120,1.61,3.56,81.28,75.83,High
INT1121,5.96,4.78,70.56,68.85,Medium
INT1122,6.46,1.62,61.72,40.72,Low
INT1123,5.9,3.28,36.48,56.52,Medium
INT1124,6.35,2.54,89.87,66.71,Medium
INT1125,5.27,1.87,91.62,50.03,Medium
INT1126,3.83,3.69,92.33,81.16,High
INT1127,1.64,5.0,42.77,92.75,High
INT1128,3.21,3.4,89.67,66.03,Medium
INT1129,2.84,1.79,60.61,62.8,Medium
INT1130,2.77,3.41,86.92,96.47,High
INT1131,4.97,2.1,97.42,77.76,High
INT1132,,1.95,50.69,56.41,Medium
INT1133,1.62,3.9,72.02,69.29,Medium
INT1134,2.37,3.52,82.39,90.29,High
INT1135,5.58,1.25,85.09,69.5,Medium
INT1136,,1.45,2.58,64.6,Medium
INT1137,6.38,3.84,29.52,55.4,Medium
INT1138,3.83,5.0,80.76,89.45,High
INT1139,3.39,1.75,58.22,71.02,Medium
INT1140,4.78,5.0,,78.77,High
INT1141,6.45,4.87,89.16,68.65,Medium
INT1142,3.0,5.0,53.99,84.76,High
INT1143,5.56,1.66,17.72,49.16,Low
INT1144,4.03,3.09,78.74,74.35,Medium
INT1145,2.4,2.68,80.18,59.23,Medium
INT1146,5.94,2.68,84.34,61.01,Medium
INT1147,5.76,3.68,69.68,60.07,Medium
INT1148,5.25,2.19,88.69,65.59,Medium
INT1149,5.94,3.45,98.72,77.16,High
INT1150,6.61,4.0,63.55,63.34,Medium
INT1151,5.29,1.0,85.15,46.78,Low
INT1152,5.99,2.44,96.42,63.52,Medium
INT1153,5.47,2.27,84.31,58.92,Medium
INT1154,4.68,2.46,84.06,59.14,Medium
INT1155,4.98,5.0,61.19,72.84,Medium
INT1156,5.26,1.0,36.98,48.01,Low
INT1157,1.73,5.0,78.13,91.91,High
INT1158,6.39,1.0,85.01,41.41,Low
INT1159,6.63,5.0,99.84,71.49,Medium
INT1160,1.26,3.49,0.38,82.1,High
INT1161,6.1,1.0,53.26,38.66,Low
INT1162,2.05,2.1,53.9,66.79,Medium
INT1163,2.77,2.34,87.15,93.34,High
INT1164,5.79,2.05,56.82,63.02,Medium
INT1165,1.88,3.92,81.12,76.06,High
